titles,link,article,time,media
維護民主人權 拒絕傾中政黨,https://news.ltn.com.tw/news/opinion/paper/545630,不但因果錯亂，也凸顯黨國體制專制心態仍存，是台灣邁向民主自由大道的石頭。再證諸「黨國之子」馬英九主政以來包括新聞自由在內的人權自由不進反退，有如人權團體連日來所批判的，足見民主自由既非天上掉下來，珍惜維...,<generator object <genexpr> at 0x11c5dcf48>,Liberal Times
張忠謀：支持選出來的總統,https://news.ltn.com.tw/news/focus/paper/545612,〔記者謝鳳秋／台中報導〕多位企業大老陸續表態支持總統馬英九競選連任，台積電董事長張忠謀則堅定維持中立立場。張忠謀昨天表示，中立就是兩邊都不支持，並不是兩邊都支持的「騎牆派」，而且「我永遠支持選出來的總統...,<generator object <genexpr> at 0x11c5e4048>,Liberal Times
三號好彩頭 宋：與當選省長同號,https://news.ltn.com.tw/news/focus/paper/545610,"言，「三」是個好彩頭。
宋楚瑜隨後接受香港、中國等媒體訪問，談及兩岸政策，直言二○○八年馬英九當選總統後，國民黨在國會及地方議會都有過半席次，在龐大民意基礎下，馬英九應作為、能作為，卻不作為。...",<generator object <genexpr> at 0x11c5e40c0>,Liberal Times
二號加油讚 馬：二就是連任勝利,https://news.ltn.com.tw/news/focus/paper/545609,〔記者何宗翰、彭健禮、葉永騫、黃良傑／綜合報導〕國民黨總統候選人馬英九昨拜票行程縱貫南北，先後走訪屏東及苗栗縣。他對民進黨批評他債留子孫反駁表示，政府債務不是從他開始，是歷任政府累積而來，民進黨執政時，...,<generator object <genexpr> at 0x11c5e4138>,Liberal Times
台17線行腳 蔡：打造公平正義台灣,https://news.ltn.com.tw/news/focus/paper/545607,"金，協助年輕人在地創業，同時每年編列一百億元、四年四百億元經費建立老人照顧系統。
她再批馬英九總統執政無能，中國人到台灣，政府竟把國旗收起來，很沒有尊嚴；她強調要打造一個「公平、正義」的台灣，讓住在台...",<generator object <genexpr> at 0x11c6a8a98>,Liberal Times
蘇 維持風格 呈現真實面貌,https://news.ltn.com.tw/news/focus/paper/545604,"確實比較吃虧，但幕僚希望蘇保持既有風格，以真實、誠懇的面貌呈現，肢體、語言自然就好，不會像馬英九用誇張的動作「展翅高飛」。
陳其邁表示，蘇嘉全過去曾任農委會主委、內政部長，擅長農業、內政、治安議題，幕...",<generator object <genexpr> at 0x11c6a8b10>,Liberal Times
吳 說明理念 聚焦施政成果,https://news.ltn.com.tw/news/focus/paper/545603,"台北報導〕馬陣營人士昨指出，今天電視辯論會行政院長吳敦義將以「說明理念、施政成果」為主軸，馬英九總統也會在辯論前到場致意。
據指出，吳敦義至今只進行一次辯論演練，馬總統親自參與，馬陣營的辯論謀士也到場...",<generator object <genexpr> at 0x11c6a8b88>,Liberal Times
馬營拚小豬 今保安宮造勢,https://news.ltn.com.tw/news/focus/paper/545601,"
推出「安字高高掛」
民進黨三隻小豬的高人氣，今天無數小豬將在凱道等地集合「回娘家」，馬英九競選總部不敢怠慢，決定在保安宮前推出「安字高高掛」造勢活動，至少在媒體效應上要和民進黨互別苗頭。
綠營小...",<generator object <genexpr> at 0x11c6a8c00>,Liberal Times
九二共識 拜託給個證據,https://news.ltn.com.tw/news/opinion/paper/545597,"◎ 黃招榮
馬英九一再強調有「九二共識，一中各表」，絲毫不甩李登輝、陳水扁兩位前總統的強力反駁，也充耳不聞蘇起已「自首」承認九二共識是他創造出來的名詞，更吃定已故的當事人海基會董事長辜振甫已死無對證（...",<generator object <genexpr> at 0x11c6a8c78>,Liberal Times
抹黑兵團,https://news.ltn.com.tw/news/opinion/paper/545594,"◎ 李俊逸
府院黨一把抓的馬英九執政四年拿不出可以表揚的政績，只能用抹黑、爆料的方式，把一場應是談論國家政策的總統大選，硬搞成是非不分的烏賊戰，一個政黨墮落到這種地步，實在不是可悲足以形容。
為了讓...",<generator object <genexpr> at 0x11c6a8cf0>,Liberal Times
馬英九都行 別人就不行,https://news.ltn.com.tw/news/opinion/paper/545591,"◎ 楊鎮榮
對於馬英九總統而言，去看美女清涼鋼管秀是可以的，但洪恆珠看猛男秀就是道德上的瑕疵。馬英九八八水災時跑去休憩游泳是沒有問題的，但陳菊在凡那比颱風才休息兩小時就被批得毫無人性。馬英...",<generator object <genexpr> at 0x11c6a8d68>,Liberal Times
原住民 這算把你當人看嗎？,https://news.ltn.com.tw/news/opinion/paper/545590,"◎ 林瑞珠
馬英九為了兌現之前拋出的競選支票，要趕在十二月十四日立法院這個會期結束之前，將諸多法案強行闖關，其中包括「土地五法」以及「原住民族自治法」，根本不管是否為民間所接受。
沒有土地權的「原住...",<generator object <genexpr> at 0x11c6a8de0>,Liberal Times
馬政府懂不懂極機密？,https://news.ltn.com.tw/news/opinion/paper/545589,"◎ 沈政男 
馬英九選情告急，藍營又出來亂，但想發動負面選舉最好先做點功課。 
甫閉幕的第五十一屆抗微生物制劑及化療跨學科國際會議上，專家一致認定，試驗中的新藥Ibalizumab，是愛滋抗藥性的新...",<generator object <genexpr> at 0x11c6a8e58>,Liberal Times
總統大選號次出爐// 英嘉１馬吳２宋林３,https://news.ltn.com.tw/news/focus/paper/545587,"、副總統候選人號次抽籤，民進黨的蔡英文抽中一號，蔡陣營立即高喊「台灣第一女總統」；國民黨的馬英九抽中二號，馬團隊馬上喊出「好事成雙、連任成功」；親民黨宋楚瑜抽中三號，橘營隨即高喊「三中優先」口號。
蔡...",<generator object <genexpr> at 0x11c6a8ed0>,Liberal Times
宇昌案// 蔡：國民黨政治謀殺 民主之恥,https://news.ltn.com.tw/news/focus/paper/545586,"
國民黨：迴避問題 疑慮未解 
國民黨文傳會主委莊伯仲也透過新聞稿指出，蔡不必藉發怒、罵馬英九總統與國民黨來轉移焦點，應該心平氣和讓真相說話，先完整回應外界質疑，不必急著扣帽子指控馬總統。
在台十七...",<generator object <genexpr> at 0x11c6a8f48>,Liberal Times
公民連線評論/兩岸政策 馬怯懦、蔡朦朧、宋神隱,https://news.ltn.com.tw/news/politics/paper/545585,"報導〕「我要好總統公民連線」昨在立法院召開記者會，評論各組總統候選人的兩岸政策。連線認為，馬英九的兩岸政策「怯懦」、蔡英文「朦朧」、宋楚瑜「神隱」。
反貧困聯盟召集人簡錫堦表示，馬總統提出「兩岸和平協...",<generator object <genexpr> at 0x11c6b1048>,Liberal Times
美台免簽證 欠臨門一腳,https://news.ltn.com.tw/news/politics/paper/545583,"陳水扁政府一再挑戰美國的極限，逼美國在台灣和中國之間做選擇，使得美台關係八年陷入低潮，直到馬英九上任時才有所改變。
不過，針對美台關係現狀，美國國會研究處研究員簡淑賢今天在喬治華盛頓大學的一場研討會上...",<generator object <genexpr> at 0x11c6b10c0>,Liberal Times
300位牧師、長老︰別再被國民黨欺騙,https://news.ltn.com.tw/news/politics/paper/545582,"人民應選出真正有司法改革決心的政黨，扭轉國民黨執政以來的諸多問題。
黃昆輝上台更直接痛批馬英九政府派出衛生署長參與世衛組織活動，將台灣矮化成中國的一省，細數種種出賣台灣的舉動，傷害台灣很大，如今再談九...",<generator object <genexpr> at 0x11c6b1138>,Liberal Times
睜眼說瞎話 馬上破功！,https://news.ltn.com.tw/news/politics/paper/545581,"記者鄒景雯／特稿
馬英九曾經在政大法律系當過老師，一位當年他教過的學生說：他是系上最爛的老師之一。問其為什麼？這個馬的學生說：他上課沒什麼料，只會扯他在總統府如何如何。這當然是「個別意見」，不能以偏概...",<generator object <genexpr> at 0x11c6b11b0>,Liberal Times
駁九二共識 李批馬嚎肖、騙百姓,https://news.ltn.com.tw/news/politics/paper/545580,"「我還未死，別再騙了」
〔記者林恕暉、黃良傑／綜合報導〕對於馬英九總統一再聲稱「九二共識」是前總統李登輝任內定案，李登輝昨透過臉書痛批馬一再講「嚎肖話」騙老百姓。李登輝強調，「我雖然身體不好勢，無法度...",<generator object <genexpr> at 0x11c77ac00>,Liberal Times
台灣智庫民調 蔡35.9% 馬35.4% 宋10.8%,https://news.ltn.com.tw/news/politics/paper/545579,台北報導〕總統大選進入倒數，台灣智庫昨發表最新民調，蔡英文以三十五．九％的支持度，些微領先馬英九的三十五．四％，宋楚瑜為十．八％。在「三隻小豬Vs.台灣平安福」方面，五十五．一％認為蔡陣營發起認養三隻小...,<generator object <genexpr> at 0x11c77ac78>,Liberal Times
阻圍凱道？ 台聯轟郝市府不中立,https://news.ltn.com.tw/news/politics/paper/545578,"行政不中立。
質疑郝市府為馬助選
多位台聯代表昨天到北市府前舉牌抗議，質疑郝市府刻意為馬英九助選，導致台聯無法取得一月十三日選前之夜二二八公園的集會權。
台聯強調，已取得一月七日、八日自由廣場的活...",<generator object <genexpr> at 0x11c77acf0>,Liberal Times
追求真正的夢想,https://news.ltn.com.tw/news/opinion/paper/545550,"的一群藝文人，因為有夢想，而在我們的國度創造了動人的故事。
想想紙風車，再看看中國國民黨馬英九政府以建國百年為名，卻像為馬拚連任助選活動而花了二億一千五百萬，演出兩晚的《夢想家》，被認為撒大錢說謊言，...",<generator object <genexpr> at 0x11c77ad68>,Liberal Times
藍營獲捐豬撲滿 趁勢批綠掀舌戰,https://news.ltn.com.tw/news/local/paper/545538,〔記者游明金／宜蘭報導〕國民黨宜蘭縣黨部昨天接到包裹，裡頭是「三隻紅豬」的豬撲滿，留言捐給馬英九。藍營抨擊，民進黨的小豬回娘家，是在剝削人民血汗錢，國民黨會將小豬的錢捐出作公益；綠營反諷，民進黨沒有黨產...,<generator object <genexpr> at 0x11c77ade0>,Liberal Times
苗北藝文中心落成啟用 總統剪綵,https://news.ltn.com.tw/news/local/paper/545532,〔記者何宗翰／竹南報導〕馬英九總統昨天主持苗北藝文中心落成啟用剪綵，並進入演藝廳和民眾一起欣賞啟用後的首場雙鋼琴音樂會；馬英九也參加協和慈善基金會十週年活動，他和縣長劉政鴻及基金會董事長林光清，...,<generator object <genexpr> at 0x11c77ae58>,Liberal Times
小英姊妹VS.馬義雄兵 綠藍互拚,https://news.ltn.com.tw/news/local/paper/545511,"市場，希望讓菜籃族等能輕易加入關注選戰，突破基本盤的婦女支持區塊，傳達小英的理念政見。
馬英九、吳敦義中部競選辦公室，昨天發表青年團體「馬義雄兵」何龢、陳奎安、王牧薇…等人一手拍攝剪輯成的影片，及劉維...",<generator object <genexpr> at 0x11c77aed0>,Liberal Times
公園變軟體園區？ 政見議場掀波,https://news.ltn.com.tw/news/local/paper/545510,"議會審議，立委候選人說「公園要變軟體園區了」，市府還「不知道」？
副市長蕭家淇表示，這是馬英九總統對台中的政見，立委鄭麗文是向經濟部爭取設在大里，市政府樂觀其成，如果成功，當地會是「又有公園又有軟體園...",<generator object <genexpr> at 0x11c77af48>,Liberal Times
決戰中台灣 選民應高規格對待,https://news.ltn.com.tw/news/local/paper/545507,"「決戰中台灣」，「決戰」靠的是什麼？恐怕絕非「小豬大戰平安福」就足夠了，民進黨團昨天砲轟「馬英九捷運政策跳票」，已將戰局拉高到政策的對決。
台中市需不需要捷運？台中市需要的捷運，是ＭＲＴ？還是ＢＲＴ？...",<generator object <genexpr> at 0x11c780048>,Liberal Times
批馬轟胡 綠營議員︰捷運政策全跳票,https://news.ltn.com.tw/news/local/paper/545505,〔記者唐在馨／台中報導〕民進黨市議會黨團昨天召開記者會，批評馬英九在二○○八年的「愛台十二項建設」，提出「中部都會區捷運網路：連接台中、烏日、彰化、豐原、梧棲、大里、霧峰、草屯、南投等地」，目前看來除了...,<generator object <genexpr> at 0x11c7800c0>,Liberal Times
救盟到元長 明播紀錄片,https://news.ltn.com.tw/news/local/paper/545496,劉建國、蔡啟芳、許忠信、李進勇、王美琇、林宜正以及在地黨公職代表，同時將播放「你記得嗎？─馬英九事件簿」紀錄片，主辦單位號召熱情的雲林人共同參與，為二○一二年總統與立委勝選共同打拚。...,<generator object <genexpr> at 0x11c780138>,Liberal Times
